FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,
31003,Antelope County,NE,34.8,2192,
21059,Daviess County,KY,49.6,50387,
51111,Lunenburg County,VA,45.6,5564,
29009,Barry County,MO,40.7,14574,
26083,Keweenaw County,MI,55.3,1170,
13105,Elbert County,GA,20.4,3908,
4009,Graham County,AZ,56.1,21797,
8047,Gilpin County,CO,54.3,3389,
31183,Wheeler County,NE,29.1,228,
35027,Lincoln County,NM,54.2,10615,
48105,Crockett County,TX,41.9,1451,
37063,Durham County,NC,62.8,201955,
48301,Loving County,TX,0,0,
51097,King and Queen County,VA,46.9,3298,
19151,Pocahontas County,IA,49.4,3269,
13297,Walton County,GA,23.9,22648,
1075,Lamar County,AL,39.9,5509,
26147,St. Clair County,MI,46.6,74102,
8091,Ouray County,CO,60.1,2975,
12055,Highlands County,FL,47.6,50562,
13001,Appling County,GA,15.3,2807,
19079,Hamilton County,IA,57.8,8534,
51133,Northumberland County,VA,52.2,6312,
39005,Ashland County,OH,39.3,21017,
UNK,Unknown County,NC,0,155357,
17133,Monroe County,IL,55.7,19278,
8009,Baca County,CO,37.3,1334,
72093,Maricao Municipio,PR,62.4,3390,
48057,Calhoun County,TX,47,10003,
21149,McLean County,KY,46.8,4313,
37149,Polk County,NC,41,8487,
48109,Culberson County,TX,48.8,1059,
27103,Nicollet County,MN,56.8,19462,
8027,Custer County,CO,44.4,2251,
21063,Elliott County,KY,32.6,2452,
38043,Kidder County,ND,29.8,740,
22023,Cameron Parish,LA,16.8,1173,
13315,Wilcox County,GA,15.1,1307,
27031,Cook County,MN,74.6,4073,
46043,Douglas County,SD,45.3,1324,
47049,Fentress County,TN,31.2,5783,
54047,McDowell County,WV,23.5,4137,
42021,Cambria County,PA,52.1,67823,
49057,Weber County,UT,52.3,136159,
8119,Teller County,CO,50.1,12707,
27145,Stearns County,MN,52.7,84966,
17203,Woodford County,IL,50.4,19370,
48235,Irion County,TX,38.8,596,
48291,Liberty County,TX,37.5,33044,
55065,Lafayette County,WI,55.1,9189,
18009,Blackford County,IN,42.4,4985,
21027,Breckinridge County,KY,39.3,8057,
18045,Fountain County,IN,43,7026,
21085,Grayson County,KY,46.5,12282,
27165,Watonwan County,MN,52.6,5730,
12077,Liberty County,FL,32.6,2724,
30107,Wheatland County,MT,32.7,695,
42085,Mercer County,PA,52.1,57018,
40127,Pushmataha County,OK,33,3667,
53069,Wahkiakum County,WA,46.4,2084,
29203,Shannon County,MO,28.3,2309,
38037,Grant County,ND,20.5,466,
51595,Emporia city,VA,32.6,1743,
18151,Steuben County,IN,44.5,15381,
12013,Calhoun County,FL,32.1,4529,
20155,Reno County,KS,46.2,28655,
48309,McLennan County,TX,46.6,119566,
51145,Powhatan County,VA,38.6,11432,
19107,Keokuk County,IA,43.5,4458,
5149,Yell County,AR,44.5,9503,
20193,Thomas County,KS,38.2,2972,
51043,Clarke County,VA,57.8,8453,
51169,Scott County,VA,52,11223,
48357,Ochiltree County,TX,36,3545,
21013,Bell County,KY,42.3,11014,
13277,Tift County,GA,21.8,8855,
55119,Taylor County,WI,32.5,6610,
12089,Nassau County,FL,53.2,47146,
48365,Panola County,TX,34.1,7917,
1133,Winston County,AL,20.1,4749,
1071,Jackson County,AL,44.5,22965,
35051,Sierra County,NM,60.8,6556,
UNK,Unknown County,MS,0,23768,
17091,Kankakee County,IL,46.1,50618,
72111,Penuelas Municipio,PR,71.9,13834,
48085,Collin County,TX,60.6,627461,
48335,Mitchell County,TX,33.1,2832,
37175,Transylvania County,NC,50.6,17383,
51081,Greensville County,VA,34.3,3890,
6073,San Diego County,CA,53.3,1778103,
6113,Yolo County,CA,61.6,135864,
19085,Harrison County,IA,47.9,6723,
28021,Claiborne County,MS,49.1,4411,
28061,Jasper County,MS,45.4,7446,
45053,Jasper County,SC,34.2,10288,
31109,Lancaster County,NE,60.5,193145,
29011,Barton County,MO,31.1,3660,
31177,Washington County,NE,50.8,10529,
18171,Warren County,IN,42.2,3488,
72139,Trujillo Alto Municipio,PR,46,29287,
41065,Wasco County,OR,60.4,16104,
13173,Lanier County,GA,12.1,1256,
2150,Kodiak Island Borough,AK,58.5,7602,
54093,Tucker County,WV,31.1,2124,
17155,Putnam County,IL,52.1,2989,
19125,Marion County,IA,49,16295,
72107,Orocovis Municipio,PR,73.3,14813,
22065,Madison Parish,LA,39.7,4348,
26149,St. Joseph County,MI,41.8,25500,
27091,Martin County,MN,51.5,10142,
47153,Sequatchie County,TN,31.8,4784,
40067,Jefferson County,OK,38.5,2310,
27049,Goodhue County,MN,60.5,28057,
12009,Brevard County,FL,58.8,353838,
40003,Alfalfa County,OK,42.5,2425,
13251,Screven County,GA,36.6,5111,
46103,Pennington County,SD,51.4,58433,
46013,Brown County,SD,50.5,19604,
49009,Daggett County,UT,57.8,549,
13227,Pickens County,GA,15.7,5121,
39111,Monroe County,OH,41.3,5643,
18169,Wabash County,IN,38.8,12031,
20149,Pottawatomie County,KS,35.9,8756,
18163,Vanderburgh County,IN,53.7,97444,
30077,Powell County,MT,42.5,2926,
47059,Greene County,TN,43.3,29888,
4017,Navajo County,AZ,63.6,70582,
19031,Cedar County,IA,55.5,10332,
72131,San Sebastian Municipio,PR,79.6,28264,
48129,Donley County,TX,31.1,1020,
25003,Berkshire County,MA,51.6,64511,
17181,Union County,IL,51.2,8531,
17065,Hamilton County,IL,33.8,2743,
29201,Scott County,MO,40.5,15515,
27137,St. Louis County,MN,60.8,121070,
36107,Tioga County,NY,55.4,26713,
18059,Hancock County,IN,62.4,48812,
37089,Henderson County,NC,52.4,61484,
18159,Tipton County,IN,42.3,6402,
37177,Tyrrell County,NC,45.1,1810,
72085,Las Piedras Municipio,PR,65.2,24140,
48481,Wharton County,TX,44.5,18501,
54097,Upshur County,WV,8.6,2075,
29217,Vernon County,MO,32.4,6656,
13051,Chatham County,GA,45,130288,
50025,Windham County,VT,60.8,25673,
30047,Lake County,MT,52.2,15908,
54041,Lewis County,WV,29.9,4758,
31083,Harlan County,NE,37.8,1277,
18069,Huntington County,IN,46.9,17144,
4001,Apache County,AZ,75.1,53982,
18121,Parke County,IN,37.2,6294,
12119,Sumter County,FL,76.1,100733,
26157,Tuscola County,MI,43,22446,
72109,Patillas Municipio,PR,71.7,11624,
28011,Bolivar County,MS,53.5,16395,
19173,Taylor County,IA,43.6,2668,
UNK,Unknown County,MN,0,196633,
72021,Bayamon Municipio,PR,80.2,135702,
18023,Clinton County,IN,44,14263,
16073,Owyhee County,ID,29.3,3464,
27111,Otter Tail County,MN,46.5,27333,
13077,Coweta County,GA,28.8,42820,
54053,Mason County,WV,33.6,8906,
31089,Holt County,NE,38.9,3913,
55125,Vilas County,WI,61.8,13714,
48349,Navarro County,TX,41,20524,
39099,Mahoning County,OH,51.9,118760,
30043,Jefferson County,MT,45.4,5552,
19133,Monona County,IA,50.3,4336,
51041,Chesterfield County,VA,52,183296,
17051,Fayette County,IL,32.3,6901,
47117,Marshall County,TN,38.9,13387,
56043,Washakie County,WY,38.3,2989,
27041,Douglas County,MN,52.4,19983,
25025,Suffolk County,MA,65.8,529198,
19055,Delaware County,IA,50,8497,
5031,Craighead County,AR,40.5,44719,
29031,Cape Girardeau County,MO,44.9,35398,
27089,Marshall County,MN,46.5,4339,
45075,Orangeburg County,SC,50.3,43379,
26151,Sanilac County,MI,40,16477,
26161,Washtenaw County,MI,66.5,244508,
38045,LaMoure County,ND,45.1,1824,
20133,Neosho County,KS,24.5,3924,
40145,Wagoner County,OK,42.8,34802,
13283,Treutlen County,GA,16.9,1169,
54079,Putnam County,WV,17.7,9988,
15009,Maui County,HI,0,0,
6107,Tulare County,CA,46,214474,
28109,Pearl River County,MS,42.5,23598,
39021,Champaign County,OH,41.5,16141,
1049,DeKalb County,AL,30.7,21928,
UNK,Unknown County,GU,0,23427,
16085,Valley County,ID,53.9,6144,
48351,Newton County,TX,23.4,3175,
28025,Clay County,MS,42.1,8135,
46073,Jerauld County,SD,47.3,952,
29227,Worth County,MO,37.4,753,
51670,Hopewell city,VA,29.5,6647,
27101,Murray County,MN,50.2,4116,
12131,Walton County,FL,43.5,32244,
21095,Harlan County,KY,42.9,11156,
39053,Gallia County,OH,41,12257,
39087,Lawrence County,OH,40.7,24231,
12027,DeSoto County,FL,41.6,15823,
29005,Atchison County,MO,51.9,2667,
72153,Yauco Municipio,PR,75,25186,
13035,Butts County,GA,14.9,3716,
20025,Clark County,KS,43.2,862,
28103,Noxubee County,MS,51.1,5321,
21097,Harrison County,KY,44,8307,
29015,Benton County,MO,44.4,8623,
37061,Duplin County,NC,38.1,22380,
54109,Wyoming County,WV,36.5,7442,
UNK,Unknown County,NM,0,37629,
32031,Washoe County,NV,58.6,276389,
53017,Douglas County,WA,56.3,24470,
47039,Decatur County,TN,35.4,4128,
47055,Giles County,TN,35.8,10547,
32007,Elko County,NV,37.4,19732,
29045,Clark County,MO,27.9,1895,
16081,Teton County,ID,54.3,6593,
13021,Bibb County,GA,25.5,38985,
22019,Calcasieu Parish,LA,38.6,78594,
51105,Lee County,VA,46.8,10952,
42043,Dauphin County,PA,59.8,166452,
47155,Sevier County,TN,46.2,45362,
19001,Adair County,IA,45.4,3249,
19123,Mahaska County,IA,40.4,8931,
56039,Teton County,WY,83,19468,
34007,Camden County,NJ,60.6,307114,
55035,Eau Claire County,WI,56.4,58988,
40115,Ottawa County,OK,35.3,11000,
5017,Chicot County,AR,50.7,5130,
48423,Smith County,TX,41.7,97116,
29189,St. Louis County,MO,56.9,565308,
56019,Johnson County,WY,38.8,3278,
47099,Lawrence County,TN,33.8,14924,
21239,Woodford County,KY,59.5,15915,
36025,Delaware County,NY,53,23386,
45061,Lee County,SC,37.7,6350,
17189,Washington County,IL,53,7359,
39089,Licking County,OH,50.1,88566,
29195,Saline County,MO,43.3,9853,
8015,Chaffee County,CO,59.4,12083,
5081,Little River County,AR,36.1,4421,
12011,Broward County,FL,64.6,1261529,
16079,Shoshone County,ID,38.8,4995,
21083,Graves County,KY,41.3,15396,
30055,McCone County,MT,16.9,281,
48227,Howard County,TX,35.1,12864,
37171,Surry County,NC,47.5,34107,
12015,Charlotte County,FL,60.6,114524,
4013,Maricopa County,AZ,51,2286880,
29003,Andrew County,MO,33.6,5945,
17159,Richland County,IL,42.6,6602,
18053,Grant County,IN,38.9,25607,
16001,Ada County,ID,53.1,255549,
6041,Marin County,CA,79,204581,
26049,Genesee County,MI,46.4,188459,
45073,Oconee County,SC,42,33402,
48205,Hartley County,TX,43.6,2432,
51107,Loudoun County,VA,63.9,264169,
39017,Butler County,OH,51,195475,
2220,Sitka City and Borough,AK,69.7,5923,
55103,Richland County,WI,54.2,9345,
20007,Barber County,KS,43.5,1926,
13261,Sumter County,GA,39.7,11723,
41013,Crook County,OR,47,11480,
48467,Van Zandt County,TX,34.4,19441,
39069,Henry County,OH,49.5,13380,
72047,Corozal Municipio,PR,70.2,22683,
36067,Onondaga County,NY,67.2,309323,
20201,Washington County,KS,48.4,2619,
18061,Harrison County,IN,47.1,19100,
48315,Marion County,TX,37.7,3718,
48459,Upshur County,TX,31.2,13028,
1117,Shelby County,AL,32.8,71453,
26027,Cass County,MI,39.7,20581,
13137,Habersham County,GA,20.1,9127,
38075,Renville County,ND,33.6,781,
37167,Stanly County,NC,37.9,23820,
31095,Jefferson County,NE,50.8,3576,
12127,Volusia County,FL,55,304153,
26107,Mecosta County,MI,38.8,16852,
30097,Sweet Grass County,MT,37.9,1415,
51149,Prince George County,VA,55.1,21126,
18035,Delaware County,IN,44.7,50997,
21171,Monroe County,KY,42.3,4510,
24025,Harford County,MD,63.3,161633,
53067,Thurston County,WA,59.7,173483,
31125,Nance County,NE,27.1,953,
26155,Shiawassee County,MI,47.7,32492,
37079,Greene County,NC,46.2,9729,
17191,Wayne County,IL,36.4,5900,
36099,Seneca County,NY,49.5,16839,
51181,Surry County,VA,51,3276,
13311,White County,GA,12.4,3826,
31045,Dawes County,NE,34.8,2990,
6057,Nevada County,CA,57.7,57595,
42057,Fulton County,PA,32.3,4687,
2060,Bristol Bay Borough,AK,94.3,788,
20079,Harvey County,KS,42.1,14501,
36079,Putnam County,NY,66.6,65454,
40049,Garvin County,OK,43.1,11948,
30051,Liberty County,MT,32,747,
47183,Weakley County,TN,35.1,11686,
24005,Baltimore County,MD,64.4,532432,
47107,McMinn County,TN,36.7,19737,
48051,Burleson County,TX,44.9,8287,
5089,Marion County,AR,33,5514,
UNK,Unknown County,AR,0,142406,
13189,McDuffie County,GA,19.7,4192,
2100,Haines Borough,AK,64.9,1643,
35003,Catron County,NM,43,1515,
19005,Allamakee County,IA,49.2,6739,
28047,Harrison County,MS,49.1,102194,
45079,Richland County,SC,55.5,230776,
27065,Kanabec County,MN,38.4,6281,
24043,Washington County,MD,53.2,80307,
36051,Livingston County,NY,54.7,34431,
17187,Warren County,IL,45.3,7627,
37075,Graham County,NC,45.6,3847,
37127,Nash County,NC,52.6,49568,
48475,Ward County,TX,33.9,4067,
51001,Accomack County,VA,65.7,21232,
47161,Stewart County,TN,39,5344,
17103,Lee County,IL,54.1,18439,
54085,Ritchie County,WV,19.5,1863,
47007,Bledsoe County,TN,32.4,4879,
54035,Jackson County,WV,18.1,5184,
48161,Freestone County,TX,34.6,6813,
16057,Latah County,ID,50.2,20152,
26103,Marquette County,MI,60.2,40159,
6105,Trinity County,CA,0,0,
31041,Custer County,NE,35.5,3830,
29093,Iron County,MO,35.7,3611,
21197,Powell County,KY,47.9,5915,
38065,Oliver County,ND,23.3,456,
21135,Lewis County,KY,34.8,4623,
42003,Allegheny County,PA,62.6,761232,
48209,Hays County,TX,55.4,127550,
42107,Schuylkill County,PA,58.2,82300,
13313,Whitfield County,GA,23.2,24323,
27123,Ramsey County,MN,63.5,349542,
49041,Sevier County,UT,38.4,8302,
8057,Jackson County,CO,41.7,581,
38055,McLean County,ND,40.8,3857,
20183,Smith County,KS,41.9,1501,
40137,Stephens County,OK,43.3,18673,
13055,Chattooga County,GA,15.5,3853,
46079,Lake County,SD,44.9,5743,
UNK,Unknown County,VT,0,118432,
8065,Lake County,CO,54.7,4447,
31085,Hayes County,NE,22.3,206,
48329,Midland County,TX,39.5,69822,
39147,Seneca County,OH,44.7,24688,
41007,Clatsop County,OR,61,24527,
31075,Grant County,NE,18.5,115,
39001,Adams County,OH,31.5,8730,
30041,Hill County,MT,56.6,9335,
30067,Park County,MT,53.5,8888,
13047,Catoosa County,GA,19.4,13130,
40089,McCurtain County,OK,32.7,10722,
48115,Dawson County,TX,31.1,3959,
55131,Washington County,WI,52.9,71997,
47019,Carter County,TN,37.1,20937,
1125,Tuscaloosa County,AL,39.5,82742,
48237,Jack County,TX,36.5,3257,
19007,Appanoose County,IA,43.2,5371,
47127,Moore County,TN,20.4,1325,
6015,Del Norte County,CA,38.2,10614,
4005,Coconino County,AZ,69.6,99829,
34031,Passaic County,NJ,62.1,311708,
13003,Atkinson County,GA,18.2,1483,
31053,Dodge County,NE,48,17560,
39151,Stark County,OH,49.5,183492,
13093,Dooly County,GA,19.1,2561,
51770,Roanoke city,VA,39.7,39364,
1119,Sumter County,AL,45.4,5642,
48399,Runnels County,TX,41.3,4235,
49003,Box Elder County,UT,44.4,24903,
47129,Morgan County,TN,47.7,10216,
41057,Tillamook County,OR,60.8,16436,
18027,Daviess County,IN,30.9,10297,
19109,Kossuth County,IA,48.5,7184,
17121,Marion County,IL,40.8,15188,
72051,Dorado Municipio,PR,69.3,25033,
19141,O'Brien County,IA,47.4,6519,
39097,Madison County,OH,46.3,20729,
48143,Erath County,TX,34.5,14715,
17135,Montgomery County,IL,47.1,13390,
24041,Talbot County,MD,67.4,25071,
16023,Butte County,ID,42,1090,
27067,Kandiyohi County,MN,48.6,20981,
20117,Marshall County,KS,58.7,5695,
47151,Scott County,TN,33.5,7397,
48111,Dallam County,TX,39.3,2865,
32027,Pershing County,NV,33.4,2245,
13281,Towns County,GA,14.6,1763,
51610,Falls Church city,VA,54.5,7961,
36045,Jefferson County,NY,63.8,70125,
56009,Converse County,WY,30.1,4167,
12045,Gulf County,FL,47.6,6486,
13307,Webster County,GA,19.8,517,
17001,Adams County,IL,49.1,32103,
29177,Ray County,MO,36.6,8431,
27147,Steele County,MN,55.1,20193,
18087,LaGrange County,IN,21.4,8471,
8121,Washington County,CO,28,1375,
24021,Frederick County,MD,68.3,177285,
17009,Brown County,IL,47.4,3121,
26003,Alger County,MI,59.4,5407,
48479,Webb County,TX,74.2,205231,
20029,Cloud County,KS,43.7,3836,
48063,Camp County,TX,35.8,4682,
48037,Bowie County,TX,35.2,32867,
20053,Ellsworth County,KS,50.5,3081,
53063,Spokane County,WA,55.3,289227,
5001,Arkansas County,AR,51.4,8981,
1011,Bullock County,AL,45.6,4603,
6047,Merced County,CA,45.6,126582,
1007,Bibb County,AL,31.6,7082,
17179,Tazewell County,IL,54.2,71500,
29137,Monroe County,MO,40.7,3519,
18089,Lake County,IN,51.3,249019,
38015,Burleigh County,ND,43.4,41472,
19175,Union County,IA,47.5,5814,
50001,Addison County,VT,63.7,23429,
38099,Walsh County,ND,51.1,5439,
46055,Haakon County,SD,38.6,733,
12086,Miami-Dade County,FL,77.2,2096774,
36083,Rensselaer County,NY,64.3,102044,
48103,Crane County,TX,32.7,1567,
45043,Georgetown County,SC,50.6,31731,
8041,El Paso County,CO,56.1,404450,
18031,Decatur County,IN,44.6,11835,
54051,Marshall County,WV,11,3347,
5143,Washington County,AR,49.2,117797,
48171,Gillespie County,TX,49.4,13339,
55113,Sawyer County,WI,54.6,9040,
21185,Oldham County,KY,51.9,34647,
17175,Stark County,IL,48.5,2592,
53003,Asotin County,WA,38.4,8670,
38017,Cass County,ND,52.1,94793,
39093,Lorain County,OH,57.3,177423,
26079,Kalkaska County,MI,44.1,7953,
17005,Bond County,IL,49.4,8117,
51029,Buckingham County,VA,37.8,6485,
1065,Hale County,AL,55.4,8114,
40139,Texas County,OK,39.5,7902,
51580,Covington city,VA,33.8,1870,
26039,Crawford County,MI,48.2,6766,
20009,Barton County,KS,39.3,10124,
13273,Terrell County,GA,27.7,2367,
40055,Greer County,OK,33.6,1921,
45071,Newberry County,SC,48.5,18641,
16075,Payette County,ID,28,6713,
UNK,Unknown County,AK,0,13141,
UNK,Unknown County,IN,0,44554,
1093,Marion County,AL,33.5,9962,
24047,Worcester County,MD,65.8,34378,
8069,Larimer County,CO,61.9,220829,
48181,Grayson County,TX,41.1,55919,
35025,Lea County,NM,39.3,27895,
31181,Webster County,NE,35.9,1252,
55019,Clark County,WI,34.2,11885,
72095,Maunabo Municipio,PR,67.6,6981,
47143,Rhea County,TN,39.7,13175,
47145,Roane County,TN,41.4,22085,
1123,Tallapoosa County,AL,35.5,14335,
5033,Crawford County,AR,41.8,26434,
27051,Grant County,MN,50.7,3027,
22111,Union Parish,LA,41.7,9221,
18139,Rush County,IN,43.7,7250,
40045,Ellis County,OK,32.5,1256,
5139,Union County,AR,43.7,16907,
55093,Pierce County,WI,40.1,17126,
10005,Sussex County,DE,61.1,143155,
13209,Montgomery County,GA,23.2,2131,
18127,Porter County,IN,52.6,89544,
19027,Carroll County,IA,57.4,11569,
18091,LaPorte County,IN,51.9,57084,
12109,St. Johns County,FL,63.9,169117,
12063,Jackson County,FL,38.2,17751,
28135,Tallahatchie County,MS,37.8,5219,
18137,Ripley County,IN,44.1,12497,
47111,Macon County,TN,29.1,7152,
41037,Lake County,OR,37.3,2932,
17073,Henry County,IL,54.3,26572,
48295,Lipscomb County,TX,32.2,1041,
22063,Livingston Parish,LA,36.4,51315,
72135,Toa Alta Municipio,PR,62.5,45024,
26109,Menominee County,MI,66.3,15102,
48433,Stonewall County,TX,38.1,515,
29063,DeKalb County,MO,26.1,3271,
46111,Sanborn County,SD,50,1171,
28089,Madison County,MS,58.5,62132,
5003,Ashley County,AR,46,9039,
55109,St. Croix County,WI,44.7,40568,
13321,Worth County,GA,18.1,3672,
26143,Roscommon County,MI,53.1,12765,
6007,Butte County,CA,48.3,105948,
51820,Waynesboro city,VA,42.4,9590,
48341,Moore County,TX,40.3,8440,
12129,Wakulla County,FL,41.6,14051,
42063,Indiana County,PA,43.5,36608,
37129,New Hanover County,NC,56.7,132877,
18133,Putnam County,IN,39.6,14871,
55097,Portage County,WI,56.6,40024,
41051,Multnomah County,OR,72,585304,
21143,Lyon County,KY,54.7,4492,
18107,Montgomery County,IN,42.4,16273,
30009,Carbon County,MT,44.4,4764,
26105,Mason County,MI,56.5,16477,
29067,Douglas County,MO,22.3,2946,
13295,Walker County,GA,24.6,17175,
19003,Adams County,IA,50.6,1822,
21153,Magoffin County,KY,46.8,5695,
32033,White Pine County,NV,48.2,4620,
47119,Maury County,TN,58.8,56685,
37163,Sampson County,NC,46.5,29538,
37105,Lee County,NC,50.6,31257,
53033,King County,WA,72.5,1632312,
29213,Taney County,MO,37.5,20996,
17047,Edwards County,IL,35.6,2276,
48447,Throckmorton County,TX,39.2,588,
51036,Charles City County,VA,46.7,3250,
13007,Baker County,GA,35.1,1067,
26013,Baraga County,MI,55.9,4585,
42069,Lackawanna County,PA,68,142657,
38083,Sheridan County,ND,34.8,458,
72071,Isabela Municipio,PR,66.9,27040,
37049,Craven County,NC,55.5,56642,
23029,Washington County,ME,65.4,20524,
5119,Pulaski County,AR,51.9,203560,
42119,Union County,PA,56.1,25210,
29211,Sullivan County,MO,39.8,2426,
48151,Fisher County,TX,33.2,1271,
13151,Henry County,GA,22.2,52047,
22015,Bossier Parish,LA,44.4,56423,
21055,Crittenden County,KY,37.9,3339,
51683,Manassas city,VA,46.8,19209,
40013,Bryan County,OK,38.6,18503,
39175,Wyandot County,OH,43.7,9507,
20091,Johnson County,KS,66.4,400276,
37133,Onslow County,NC,54.3,107387,
19063,Emmet County,IA,47.5,4378,
38097,Traill County,ND,45.7,3671,
37025,Cabarrus County,NC,49.7,107593,
41003,Benton County,OR,69.1,64275,
27017,Carlton County,MN,58.2,20889,
29095,Jackson County,MO,50.4,354319,
17165,Saline County,IL,43.8,10283,
17063,Grundy County,IL,51.4,26227,
28133,Sunflower County,MS,48.4,12162,
13059,Clarke County,GA,24.2,31031,
40035,Craig County,OK,48.3,6832,
8073,Lincoln County,CO,32.9,1876,
48489,Willacy County,TX,57.5,12278,
21037,Campbell County,KY,56.5,52914,
19033,Cerro Gordo County,IA,58.2,24707,
31103,Keya Paha County,NE,26.9,217,
UNK,Unknown County,PA,0,432573,
56013,Fremont County,WY,57,22380,
29023,Butler County,MO,31.3,13289,
48041,Brazos County,TX,47,107658,
51600,Fairfax city,VA,56.2,13492,
32011,Eureka County,NV,24.3,494,
51073,Gloucester County,VA,55.3,20657,
37143,Perquimans County,NC,43.7,5880,
48339,Montgomery County,TX,48.9,296818,
UNK,Unknown County,KS,0,100289,
8125,Yuma County,CO,39.4,3948,
21217,Taylor County,KY,44,11350,
48445,Terry County,TX,39.2,4839,
72123,Salinas Municipio,PR,69.4,18826,
47079,Henry County,TN,43.5,14068,
20151,Pratt County,KS,44.5,4081,
28003,Alcorn County,MS,35.5,13118,
29147,Nodaway County,MO,44.9,9920,
18067,Howard County,IN,43.9,36255,
54045,Logan County,WV,30.7,9816,
35005,Chaves County,NM,40.5,26164,
41035,Klamath County,OR,47.1,32144,
5099,Nevada County,AR,39.7,3273,
45013,Beaufort County,SC,61.5,118069,
19129,Mills County,IA,50,7547,
8013,Boulder County,CO,70.8,230930,
49025,Kane County,UT,45.8,3608,
21031,Butler County,KY,41.3,5313,
13033,Burke County,GA,42.8,9584,
48133,Eastland County,TX,33.5,6142,
8045,Garfield County,CO,57.6,34589,
5053,Grant County,AR,41.9,7661,
41061,Union County,OR,45.2,12137,
28115,Pontotoc County,MS,38.4,12346,
31051,Dixon County,NE,39.7,2238,
42115,Susquehanna County,PA,43.8,17649,
30069,Petroleum County,MT,29,141,
51710,Norfolk city,VA,49.4,119838,
27069,Kittson County,MN,54.5,2342,
28023,Clarke County,MS,52.6,8174,
42111,Somerset County,PA,45.3,33257,
13043,Candler County,GA,20.2,2186,
55123,Vernon County,WI,50.8,15651,
8033,Dolores County,CO,38.2,784,
40061,Haskell County,OK,37.5,4734,
54021,Gilmer County,WV,41.5,3244,
30089,Sanders County,MT,35.8,4335,
20121,Miami County,KS,43.7,14970,
51520,Bristol city,VA,62.8,10524,
34041,Warren County,NJ,61.7,64906,
17111,McHenry County,IL,59.9,184444,
36007,Broome County,NY,58.5,111504,
42129,Westmoreland County,PA,55.2,192576,
48145,Falls County,TX,40.6,7024,
48189,Hale County,TX,38.4,12838,
5065,Izard County,AR,34.5,4701,
33011,Hillsborough County,NH,57.8,240982,
48251,Johnson County,TX,41.5,72956,
37095,Hyde County,NC,59,2911,
45081,Saluda County,SC,28.2,5783,
31149,Rock County,NE,33.5,454,
24017,Charles County,MD,60.2,98239,
48087,Collingsworth County,TX,29.1,851,
48183,Gregg County,TX,41.3,51128,
48175,Goliad County,TX,38.6,2958,
36037,Genesee County,NY,55.1,31560,
23015,Lincoln County,ME,73.8,25565,
37059,Davie County,NC,51.4,22042,
23021,Piscataquis County,ME,57.6,9673,
1127,Walker County,AL,43.1,27401,
6111,Ventura County,CA,64.3,544266,
34017,Hudson County,NJ,67.8,455997,
55091,Pepin County,WI,46,3354,
37141,Pender County,NC,46.5,29293,
29149,Oregon County,MO,28.5,3002,
40081,Lincoln County,OK,36.3,12672,
31129,Nuckolls County,NE,46.3,1922,
21145,McCracken County,KY,50.9,33279,
41067,Washington County,OR,68.5,411886,
19019,Buchanan County,IA,49.9,10563,
20179,Sheridan County,KS,33.1,835,
19015,Boone County,IA,58.9,15457,
38093,Stutsman County,ND,48.8,10101,
17031,Cook County,IL,63.4,3262966,
51021,Bland County,VA,35.3,2219,
26037,Clinton County,MI,52.9,42101,
29127,Marion County,MO,38.6,11012,
29119,McDonald County,MO,29.4,6703,
47103,Lincoln County,TN,38.8,13326,
46061,Hanson County,SD,38.1,1315,
21169,Metcalfe County,KY,36.3,3660,
28097,Montgomery County,MS,51.4,5029,
40063,Hughes County,OK,41.7,5537,
13099,Early County,GA,21.4,2178,
20163,Rooks County,KS,44.6,2192,
30081,Ravalli County,MT,45.3,19842,
23023,Sagadahoc County,ME,71.5,25647,
30079,Prairie County,MT,35.1,378,
20005,Atchison County,KS,40.9,6577,
37007,Anson County,NC,41.7,10183,
12023,Columbia County,FL,38.5,27621,
UNK,Unknown County,MH,0,21574,
30073,Pondera County,MT,49.1,2905,
47057,Grainger County,TN,45.9,10700,
27001,Aitkin County,MN,55.2,8776,
16025,Camas County,ID,38.6,427,
38023,Divide County,ND,38.2,864,
54033,Harrison County,WV,21.3,14303,
46067,Hutchinson County,SD,50.3,3664,
31171,Thomas County,NE,23.3,168,
28053,Humphreys County,MS,52.5,4235,
30003,Big Horn County,MT,76.9,10237,
51103,Lancaster County,VA,57.7,6116,
54091,Taylor County,WV,4.7,780,
2170,Matanuska-Susitna Borough,AK,34.6,37475,
48029,Bexar County,TX,61.7,1237183,
54061,Monongalia County,WV,15.9,16800,
46069,Hyde County,SD,50.8,661,
17025,Clay County,IL,35.6,4698,
17119,Madison County,IL,55.2,145225,
13193,Macon County,GA,20.6,2669,
17081,Jefferson County,IL,40.6,15310,
17115,Macon County,IL,48.1,50067,
16041,Franklin County,ID,36.9,5118,
54055,Mercer County,WV,40,23492,
20203,Wichita County,KS,46.5,985,
22077,Pointe Coupee Parish,LA,51.2,11123,
21147,McCreary County,KY,35.6,6131,
37139,Pasquotank County,NC,48.2,19212,
19195,Worth County,IA,48.2,3558,
34003,Bergen County,NJ,69.5,648323,
22035,East Carroll Parish,LA,41.1,2817,
29047,Clay County,MO,48.3,120674,
27097,Morrison County,MN,43.9,14641,
17045,Edgar County,IL,43.4,7453,
