FIPS,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,
17079,Jasper County,IL,39,3751,
33017,Strafford County,NH,57,74497,
36063,Niagara County,NY,60.9,127487,
5013,Calhoun County,AR,33.8,1754,
30099,Teton County,MT,38.2,2347,
46095,Mellette County,SD,29.9,616,
37041,Chowan County,NC,49.8,6945,
54025,Greenbrier County,WV,34.8,12065,
13231,Pike County,GA,15.7,2969,
16043,Fremont County,ID,37.8,4952,
48285,Lavaca County,TX,38.6,7789,
51089,Henry County,VA,37.5,18948,
27167,Wilkin County,MN,50.7,3148,
41029,Jackson County,OR,53.7,118671,
46065,Hughes County,SD,64.3,11269,
72031,Carolina Municipio,PR,73.2,107634,
38087,Slope County,ND,10.1,76,
13237,Putnam County,GA,14.3,3169,
41017,Deschutes County,OR,63,124519,
22021,Caldwell Parish,LA,35.5,3518,
13125,Glascock County,GA,14.6,434,
29013,Bates County,MO,36,5814,
20077,Harper County,KS,43.6,2368,
12083,Marion County,FL,52.4,191600,
21201,Robertson County,KY,35.2,741,
12069,Lake County,FL,60.9,223551,
36013,Chautauqua County,NY,53.7,68182,
51157,Rappahannock County,VA,49.7,3660,
36117,Wayne County,NY,57.2,51413,
48287,Lee County,TX,43.1,7430,
31037,Colfax County,NE,41.3,4420,
48411,San Saba County,TX,33.4,2023,
51083,Halifax County,VA,40.8,13834,
54037,Jefferson County,WV,32.2,18409,
55141,Wood County,WI,56.3,41106,
37097,Iredell County,NC,47.1,85676,
12061,Indian River County,FL,62.1,99310,
34005,Burlington County,NJ,67.3,299726,
5029,Conway County,AR,49.1,10242,
22009,Avoyelles Parish,LA,41.8,16783,
28043,Grenada County,MS,48.4,10043,
39049,Franklin County,OH,57.5,757004,
45009,Bamberg County,SC,46.7,6569,
13023,Bleckley County,GA,12.5,1611,
29186,Ste. Genevieve County,MO,42,7516,
48299,Llano County,TX,47.4,10331,
42077,Lehigh County,PA,67.5,249368,
72017,Barceloneta Municipio,PR,65.9,15626,
6001,Alameda County,CA,72.1,1205526,
UNK,Unknown County,WV,0,295275,
21043,Carter County,KY,44.2,11837,
25019,Nantucket County,MA,1.4,162,
17095,Knox County,IL,53.6,26618,
48483,Wheeler County,TX,37.4,1891,
6087,Santa Cruz County,CA,70.6,192797,
15005,Kalawao County,HI,0,0,
18157,Tippecanoe County,IN,53.2,104095,
16003,Adams County,ID,39.2,1683,
21045,Casey County,KY,32.8,5298,
47043,Dickson County,TN,44.1,23815,
37121,Mitchell County,NC,45,6729,
51161,Roanoke County,VA,47.9,45098,
21215,Spencer County,KY,26,5024,
46057,Hamlin County,SD,40.9,2524,
34013,Essex County,NJ,62.5,499053,
30053,Lincoln County,MT,32.4,6475,
27149,Stevens County,MN,52.4,5136,
51193,Westmoreland County,VA,43.7,7868,
32023,Nye County,NV,42.3,19700,
29001,Adair County,MO,41.6,10542,
36087,Rockland County,NY,57.5,187474,
24003,Anne Arundel County,MD,69.2,400723,
49039,Sanpete County,UT,35.3,10926,
12067,Lafayette County,FL,36.6,3083,
48391,Refugio County,TX,50.1,3482,
UNK,Unknown County,AS,0,31274,
46049,Faulk County,SD,50.4,1158,
51167,Russell County,VA,43.7,11629,
19091,Humboldt County,IA,46,4396,
48095,Concho County,TX,44.7,1218,
36029,Erie County,NY,63.1,579889,
5103,Ouachita County,AR,49.8,11653,
36047,Kings County,NY,61.3,1569705,
47177,Warren County,TN,37.8,15605,
17163,St. Clair County,IL,56.3,146227,
13117,Forsyth County,GA,23.5,57405,
30021,Dawson County,MT,35.5,3054,
20083,Hodgeman County,KS,42.3,759,
13133,Greene County,GA,41,7510,
17177,Stephenson County,IL,54.9,24448,
37011,Avery County,NC,49.5,8685,
22069,Natchitoches Parish,LA,39.1,14927,
35053,Socorro County,NM,61.8,10286,
53071,Walla Walla County,WA,58.2,35370,
40025,Cimarron County,OK,29.2,623,
17049,Effingham County,IL,44.4,15106,
12085,Martin County,FL,58.9,94901,
28113,Pike County,MS,45.4,17834,
22027,Claiborne Parish,LA,38.2,5981,
28107,Panola County,MS,42.6,14550,
26053,Gogebic County,MI,62,8670,
22007,Assumption Parish,LA,39.3,8604,
19083,Hardin County,IA,51.7,8710,
37021,Buncombe County,NC,59.5,155471,
37005,Alleghany County,NC,53.7,5976,
48135,Ector County,TX,38.8,64493,
30027,Fergus County,MT,43,4756,
18105,Monroe County,IN,54.8,81401,
40083,Logan County,OK,31,14865,
5049,Fulton County,AR,29.7,3701,
32005,Douglas County,NV,48,23466,
12051,Hendry County,FL,43.1,18111,
47135,Perry County,TN,37.6,3038,
4021,Pinal County,AZ,47.5,219861,
6019,Fresno County,CA,53.3,532759,
48289,Leon County,TX,32.9,5731,
22117,Washington Parish,LA,38,17564,
21191,Pendleton County,KY,40.1,5854,
1095,Marshall County,AL,41.2,39889,
54083,Randolph County,WV,28.7,8240,
37147,Pitt County,NC,48.2,87116,
18175,Washington County,IN,37.5,10516,
39083,Knox County,OH,39.6,24667,
8014,Broomfield County,CO,72.8,51291,
72033,Catano Municipio,PR,65.3,15091,
40039,Custer County,OK,44.3,12835,
26019,Benzie County,MI,63.1,11215,
45039,Fairfield County,SC,50,11163,
22107,Tensas Parish,LA,57.8,2503,
UNK,Unknown County,NJ,0,381691,
53065,Stevens County,WA,36.1,16502,
21101,Henderson County,KY,45.9,20769,
39029,Columbiana County,OH,44.9,45776,
31179,Wayne County,NE,37.8,3548,
41005,Clackamas County,OR,62.6,261630,
17105,Livingston County,IL,46.3,16504,
13109,Evans County,GA,21.9,2328,
48139,Ellis County,TX,48.3,89298,
48081,Coke County,TX,35.4,1198,
18017,Cass County,IN,41.8,15749,
40135,Sequoyah County,OK,35.7,14840,
34039,Union County,NJ,62.6,348334,
21163,Meade County,KY,34.3,9797,
23013,Knox County,ME,76.2,30300,
48055,Caldwell County,TX,48.3,21109,
1035,Conecuh County,AL,38.6,4661,
20207,Woodson County,KS,39.2,1229,
8123,Weld County,CO,54,175148,
37047,Columbus County,NC,40.2,22306,
21173,Montgomery County,KY,41.9,11805,
72117,Rincon Municipio,PR,68.1,9294,
28035,Forrest County,MS,37.9,28353,
13169,Jones County,GA,25.3,7261,
19193,Woodbury County,IA,51.2,52816,
53025,Grant County,WA,51.3,50090,
30059,Meagher County,MT,47.2,879,
13185,Lowndes County,GA,27.3,32092,
48491,Williamson County,TX,60.6,357741,
19089,Howard County,IA,47.9,4383,
1097,Mobile County,AL,44.5,183688,
26085,Lake County,MI,54.3,6437,
37039,Cherokee County,NC,51.1,14629,
1003,Baldwin County,AL,45.4,101335,
72063,Gurabo Municipio,PR,60.4,28458,
21187,Owen County,KY,34.2,3725,
48241,Jasper County,TX,33.1,11776,
28045,Hancock County,MS,37.1,17659,
42103,Pike County,PA,53,29568,
51019,Bedford County,VA,42.1,33260,
51135,Nottoway County,VA,41.9,6375,
16045,Gem County,ID,35.2,6384,
11001,District of Columbia,DC,60.7,428179,
51095,James City County,VA,51.6,39492,
19181,Warren County,IA,54.4,27993,
2020,Anchorage Municipality,AK,57.3,165148,
26131,Ontonagon County,MI,66.1,3781,
37093,Hoke County,NC,29.9,16505,
40131,Rogers County,OK,42.3,39099,
48267,Kimble County,TX,40.8,1770,
31011,Boone County,NE,46.2,2400,
55071,Manitowoc County,WI,55.4,43790,
26023,Branch County,MI,41.4,18021,
56029,Park County,WY,42.2,12327,
46047,Fall River County,SD,56,3759,
8111,San Juan County,CO,88.5,644,
51109,Louisa County,VA,40.5,15239,
19071,Fremont County,IA,47.4,3302,
13305,Wayne County,GA,31.9,9548,
13187,Lumpkin County,GA,11.9,4005,
16029,Caribou County,ID,34,2431,
26075,Jackson County,MI,48.7,77191,
36123,Yates County,NY,48.3,12038,
47095,Lake County,TN,31.9,2238,
30005,Blaine County,MT,74.7,4989,
53049,Pacific County,WA,51.1,11476,
42047,Elk County,PA,53.7,16069,
UNK,Unknown County,MD,0,52925,
36039,Greene County,NY,57.5,27148,
21025,Breathitt County,KY,47.4,5986,
6059,Orange County,CA,64.3,2041089,
21205,Rowan County,KY,47,11495,
21121,Knox County,KY,33.4,10404,
37117,Martin County,NC,48.2,10807,
30075,Powder River County,MT,20.3,342,
51115,Mathews County,VA,56.7,5012,
30035,Glacier County,MT,73.6,10117,
51760,Richmond city,VA,41,94464,
8059,Jefferson County,CO,70.7,412262,
45019,Charleston County,SC,59,242577,
40001,Adair County,OK,30.5,6774,
5007,Benton County,AR,47.1,131584,
40073,Kingfisher County,OK,42.9,6769,
5061,Howard County,AR,50.4,6653,
27025,Chisago County,MN,52,29426,
5123,St. Francis County,AR,45.7,11415,
27121,Pope County,MN,51.7,5813,
48077,Clay County,TX,40.8,4271,
36093,Schenectady County,NY,65.7,102002,
17147,Piatt County,IL,53,8656,
41053,Polk County,OR,58.4,50297,
13163,Jefferson County,GA,33.3,5123,
17029,Coles County,IL,41.6,21046,
51023,Botetourt County,VA,46.7,15604,
25021,Norfolk County,MA,70.3,497003,
27027,Clay County,MN,52.5,33743,
16061,Lewis County,ID,45.1,1730,
22031,De Soto Parish,LA,39,10720,
1109,Pike County,AL,38,12594,
41021,Gilliam County,OR,41.5,793,
48009,Archer County,TX,44.2,3783,
20015,Butler County,KS,42.9,28683,
UNK,Unknown County,OH,0,84294,
6021,Glenn County,CA,48.8,13865,
26031,Cheboygan County,MI,52.6,13300,
51620,Franklin city,VA,36.7,2922,
42051,Fayette County,PA,54.7,70712,
22003,Allen Parish,LA,33.2,8500,
48263,Kent County,TX,36.4,277,
13025,Brantley County,GA,13.3,2537,
1029,Cleburne County,AL,28.8,4301,
13129,Gordon County,GA,16.5,9589,
29167,Polk County,MO,36.3,11679,
20173,Sedgwick County,KS,46.4,239291,
29121,Macon County,MO,37.2,5631,
40041,Delaware County,OK,34.2,14713,
12075,Levy County,FL,42.9,17819,
48409,San Patricio County,TX,50.4,33627,
19073,Greene County,IA,53.9,4788,
16087,Washington County,ID,35.9,3661,
UNK,Unknown County,MT,0,23502,
12053,Hernando County,FL,50.2,97273,
13123,Gilmer County,GA,14.4,4516,
1113,Russell County,AL,35.2,20407,
17077,Jackson County,IL,47.6,27009,
12091,Okaloosa County,FL,53.7,113271,
13039,Camden County,GA,44.6,24405,
47101,Lewis County,TN,33.2,4071,
36101,Steuben County,NY,54.1,51621,
31069,Garden County,NE,42.6,782,
39115,Morgan County,OH,38.4,5576,
39127,Perry County,OH,37.5,13534,
46135,Yankton County,SD,58.3,13305,
20093,Kearny County,KS,48,1843,
1025,Clarke County,AL,46.8,11065,
37053,Currituck County,NC,49.9,13862,
13175,Laurens County,GA,25.6,12163,
22039,Evangeline Parish,LA,34.9,11671,
21011,Bath County,KY,48.8,6095,
51530,Buena Vista city,VA,36.8,2385,
48325,Medina County,TX,50.2,25887,
8093,Park County,CO,44.1,8307,
48043,Brewster County,TX,51.7,4759,
13005,Bacon County,GA,13.5,1507,
48369,Parmer County,TX,36.8,3535,
29053,Cooper County,MO,40.3,7138,
17129,Menard County,IL,52.8,6436,
21235,Whitley County,KY,40.3,14630,
22041,Franklin Parish,LA,33.8,6772,
1063,Greene County,AL,46,3729,
13019,Berrien County,GA,18.9,3664,
51790,Staunton city,VA,46.3,11539,
40113,Osage County,OK,31.5,14814,
13031,Bulloch County,GA,27,21464,
48363,Palo Pinto County,TX,34.2,9984,
22005,Ascension Parish,LA,46,58258,
72127,San Juan Municipio,PR,68.5,218160,
17061,Greene County,IL,36.8,4772,
1041,Crenshaw County,AL,31.3,4317,
49019,Grand County,UT,60.3,5878,
31133,Pawnee County,NE,41,1071,
36069,Ontario County,NY,62.4,68543,
39067,Harrison County,OH,39.5,5946,
72101,Morovis Municipio,PR,64.4,19549,
UNK,Unknown County,VA,0,977243,
36089,St. Lawrence County,NY,55.6,59947,
56023,Lincoln County,WY,37.6,7463,
39137,Putnam County,OH,44.7,15122,
42001,Adams County,PA,51.1,52689,
13167,Johnson County,GA,16.3,1572,
51113,Madison County,VA,50.9,6752,
21175,Morgan County,KY,44.8,5967,
48231,Hunt County,TX,38.7,38185,
20157,Republic County,KS,48.3,2238,
26055,Grand Traverse County,MI,63.2,58836,
40043,Dewey County,OK,24,1173,
36053,Madison County,NY,56.2,39874,
17017,Cass County,IL,54.2,6584,
47175,Van Buren County,TN,53.6,3149,
53019,Ferry County,WA,50.5,3855,
20049,Elk County,KS,31.1,787,
1045,Dale County,AL,48.8,23988,
46121,Todd County,SD,49.8,5064,
48047,Brooks County,TX,55.4,3928,
18063,Hendricks County,IN,66.1,112534,
72147,Vieques Municipio,PR,73.7,6177,
17123,Marshall County,IL,51.9,5942,
6069,San Benito County,CA,57.1,35840,
49017,Garfield County,UT,51.4,2598,
28083,Leflore County,MS,56.6,15955,
12123,Taylor County,FL,36.1,7790,
16071,Oneida County,ID,37.4,1695,
UNK,Unknown County,DE,0,22188,
41049,Morrow County,OR,49.8,5784,
36001,Albany County,NY,67.8,207128,
54015,Clay County,WV,24.1,2049,
4003,Cochise County,AZ,55.8,70276,
20209,Wyandotte County,KS,49.8,82395,
51640,Galax city,VA,37.1,2353,
54043,Lincoln County,WV,16.9,3451,
48293,Limestone County,TX,33.8,7916,
9005,Litchfield County,CT,70.1,126330,
31021,Burt County,NE,53.3,3444,
53039,Klickitat County,WA,44.4,9960,
26015,Barry County,MI,45.1,27748,
29037,Cass County,MO,46.4,49091,
17083,Jersey County,IL,51,11106,
38021,Dickey County,ND,48.8,2377,
45021,Cherokee County,SC,31.5,18062,
22127,Winn Parish,LA,41.3,5743,
38047,Logan County,ND,31.7,587,
26009,Antrim County,MI,54.7,12767,
13213,Murray County,GA,16.8,6719,
5145,White County,AR,41,32287,
8007,Archuleta County,CO,53.5,7502,
48021,Bastrop County,TX,50.8,45115,
6033,Lake County,CA,53.9,34730,
6035,Lassen County,CA,34.5,10546,
54087,Roane County,WV,5.3,731,
12101,Pasco County,FL,53.3,295306,
6081,San Mateo County,CA,74.1,568113,
20055,Finney County,KS,40.1,14623,
55013,Burnett County,WI,52.2,8045,
48121,Denton County,TX,55.6,493556,
21073,Franklin County,KY,55.1,28097,
48201,Harris County,TX,57.1,2691600,
40021,Cherokee County,OK,41.8,20319,
40065,Jackson County,OK,48.8,11969,
17145,Perry County,IL,45,9402,
27023,Chippewa County,MN,48.5,5719,
22029,Concordia Parish,LA,37.1,7141,
33009,Grafton County,NH,68.8,61878,
21181,Nicholas County,KY,48.3,3510,
50023,Washington County,VT,41.9,24450,
51137,Orange County,VA,41.1,15229,
5035,Crittenden County,AR,39.1,18739,
19013,Black Hawk County,IA,55.1,72324,
16031,Cassia County,ID,32.3,7769,
18081,Johnson County,IN,53.8,85031,
27073,Lac qui Parle County,MN,54,3578,
48431,Sterling County,TX,35.8,462,
27037,Dakota County,MN,62,265802,
12107,Putnam County,FL,37.1,27640,
48497,Wise County,TX,35.6,24892,
72007,Aguas Buenas Municipio,PR,66.5,16512,
51510,Alexandria city,VA,57.1,91005,
19149,Plymouth County,IA,48.4,12179,
40029,Coal County,OK,36.7,2015,
40075,Kiowa County,OK,47.8,4159,
37067,Forsyth County,NC,55.4,211958,
39131,Pike County,OH,40.2,11178,
48149,Fayette County,TX,45.9,11638,
31013,Box Butte County,NE,29.6,3192,
42049,Erie County,PA,55.4,149444,
4019,Pima County,AZ,60.7,636109,
12005,Bay County,FL,46.2,80730,
20073,Greenwood County,KS,45.9,2746,
27141,Sherburne County,MN,40.6,39477,
36091,Saratoga County,NY,72,165551,
29171,Putnam County,MO,30.9,1451,
30023,Deer Lodge County,MT,53.9,4926,
29225,Webster County,MO,39.7,15712,
31029,Chase County,NE,30.1,1180,
17041,Douglas County,IL,43.7,8497,
18101,Martin County,IN,46,4713,
26125,Oakland County,MI,61.9,778079,
48099,Coryell County,TX,43.1,32730,
55039,Fond du Lac County,WI,50.7,52414,
51720,Norton city,VA,31,1234,
21127,Lawrence County,KY,42.8,6555,
31025,Cass County,NE,53.8,14109,
42123,Warren County,PA,45.6,17858,
29097,Jasper County,MO,43.6,52844,
21087,Green County,KY,39.6,4331,
29109,Lawrence County,MO,35.1,13445,
29199,Scotland County,MO,24.4,1194,
22103,St. Tammany Parish,LA,52.3,136235,
55083,Oconto County,WI,48.9,18562,
22097,St. Landry Parish,LA,37.6,30918,
17197,Will County,IL,59.6,411798,
19035,Cherokee County,IA,49.7,5589,
51117,Mecklenburg County,VA,40.8,12490,
50017,Orange County,VT,47.2,13636,
30033,Garfield County,MT,18.2,229,
34037,Sussex County,NJ,57.4,80577,
27113,Pennington County,MN,48.7,6876,
72065,Hatillo Municipio,PR,63.2,24798,
5133,Sevier County,AR,41.1,6987,
53055,San Juan County,WA,74.4,13086,
46017,Buffalo County,SD,50.7,995,
20171,Scott County,KS,43.5,2098,
21029,Bullitt County,KY,40.7,33237,
55089,Ozaukee County,WI,65.2,58200,
28059,Jackson County,MS,42.1,60433,
5087,Madison County,AR,39.2,6503,
42059,Greene County,PA,44.3,16050,
17173,Shelby County,IL,38.1,8232,
31137,Phelps County,NE,35.9,3242,
1051,Elmore County,AL,39.5,32055,
26007,Alpena County,MI,52.2,14817,
13119,Franklin County,GA,15.4,3590,
22121,West Baton Rouge Parish,LA,49.4,13067,
47033,Crockett County,TN,44,6264,
26025,Calhoun County,MI,47.7,64029,
72143,Vega Alta Municipio,PR,60.6,21870,
40059,Harper County,OK,41.4,1527,
48387,Red River County,TX,38.3,4604,
51185,Tazewell County,VA,39.1,15856,
51003,Albemarle County,VA,60,65590,
29073,Gasconade County,MO,48.3,7109,
UNK,Unknown County,ME,0,33955,
24035,Queen Anne's County,MD,60.5,30458,
29055,Crawford County,MO,30.5,7284,
21035,Calloway County,KY,41.4,16165,
54003,Berkeley County,WV,31.4,37452,
40153,Woodward County,OK,35,7079,
47015,Cannon County,TN,29.3,4300,
37091,Hertford County,NC,42.8,10140,
54099,Wayne County,WV,31,12233,
41059,Umatilla County,OR,50.4,39261,
21015,Boone County,KY,55.2,73704,
42045,Delaware County,PA,66.8,378712,
21033,Caldwell County,KY,47.4,6046,
20161,Riley County,KS,34.7,25726,
72141,Utuado Municipio,PR,66.9,18326,
56041,Uinta County,WY,43.5,8803,
28073,Lamar County,MS,54.1,34255,
21065,Estill County,KY,46.6,6572,
16039,Elmore County,ID,39.3,10815,
20181,Sherman County,KS,40.2,2378,
47109,McNairy County,TN,44,11300,
51057,Essex County,VA,44.8,4905,
49055,Wayne County,UT,49.8,1349,
2110,Juneau City and Borough,AK,67.1,21464,
19113,Linn County,IA,60.7,137600,
39117,Morrow County,OH,38.1,13472,
13317,Wilkes County,GA,18.9,1849,
21081,Grant County,KY,43.9,11000,
48271,Kinney County,TX,45.2,1659,
36071,Orange County,NY,59.8,230257,
28013,Calhoun County,MS,39.7,5702,
48083,Coleman County,TX,34.3,2807,
6031,Kings County,CA,40,61236,
UNK,Unknown County,GA,0,2175898,
13113,Fayette County,GA,35.7,40845,
5067,Jackson County,AR,34.9,5830,
13229,Pierce County,GA,25.3,4917,
19057,Des Moines County,IA,47.1,18342,
16017,Bonner County,ID,37.9,17320,
27033,Cottonwood County,MN,51.4,5759,
39143,Sandusky County,OH,48.6,28435,
37111,McDowell County,NC,47.9,21923,
21225,Union County,KY,37.4,5378,
55001,Adams County,WI,52.1,10535,
17131,Mercer County,IL,53.7,8285,
26165,Wexford County,MI,47.9,16115,
21159,Martin County,KY,51.2,5731,
51540,Charlottesville city,VA,48.2,22779,
48457,Tyler County,TX,33,7159,
51059,Fairfax County,VA,70,803587,
26087,Lapeer County,MI,43.9,38486,
55117,Sheboygan County,WI,56,64635,
47025,Claiborne County,TN,41.1,13121,
31111,Lincoln County,NE,29.1,10152,
42015,Bradford County,PA,39.3,23719,
37043,Clay County,NC,49.5,5556,
39107,Mercer County,OH,35.3,14538,
54029,Hancock County,WV,23.4,6752,
51017,Bath County,VA,41.6,1726,
48265,Kerr County,TX,47,24722,
56001,Albany County,WY,48.7,18918,
36019,Clinton County,NY,66.3,53347,
50019,Orleans County,VT,52.8,14285,
47105,Loudon County,TN,59.4,32127,
50021,Rutland County,VT,63.1,36726,
13215,Muscogee County,GA,33.3,65249,
31159,Seward County,NE,45.9,7938,
26001,Alcona County,MI,55.3,5759,
31019,Buffalo County,NE,37,18355,
35028,Los Alamos County,NM,76.7,14854,
53027,Grays Harbor County,WA,53.9,40489,
8103,Rio Blanco County,CO,35.5,2248,
42005,Armstrong County,PA,54.9,35525,
13015,Bartow County,GA,17.2,18483,
37115,Madison County,NC,51.7,11239,
48327,Menard County,TX,49.1,1049,
17099,LaSalle County,IL,52.9,57525,
35031,McKinley County,NM,73.2,52270,
18021,Clay County,IN,52.1,13654,
48499,Wood County,TX,39.7,18096,
29051,Cole County,MO,48.9,37508,
13097,Douglas County,GA,29.5,43206,
72073,Jayuya Municipio,PR,72.9,10127,
50007,Chittenden County,VT,65.7,107556,
19147,Palo Alto County,IA,47.1,4188,
45083,Spartanburg County,SC,40,127981,
39113,Montgomery County,OH,51,270902,
55047,Green Lake County,WI,51,9646,
28017,Chickasaw County,MS,44.7,7642,
48045,Briscoe County,TX,40.4,624,
12117,Seminole County,FL,56.5,266466,
18131,Pulaski County,IN,41.8,5163,
18075,Jay County,IN,35.6,7275,
36103,Suffolk County,NY,68.6,1012720,
29125,Maries County,MO,35.3,3069,
41063,Wallowa County,OR,55.3,3987,
38061,Mountrail County,ND,35.1,3701,
48461,Upton County,TX,36.8,1345,
38013,Burke County,ND,36.4,769,
39101,Marion County,OH,43.9,28604,
72149,Villalba Municipio,PR,80.7,17243,
48197,Hardeman County,TX,43.2,1701,
20147,Phillips County,KS,40.7,2130,
13301,Warren County,GA,18.4,966,
38069,Pierce County,ND,42.4,1685,
54019,Fayette County,WV,26.8,11375,
55051,Iron County,WI,62.4,3550,
20041,Dickinson County,KS,48.6,8980,
51740,Portsmouth city,VA,84.7,79948,
47035,Cumberland County,TN,43.8,26530,
23001,Androscoggin County,ME,62.8,68007,
40123,Pontotoc County,OK,47,17999,
40117,Pawnee County,OK,45.2,7401,
22051,Jefferson Parish,LA,59.6,257613,
29155,Pemiscot County,MO,27.6,4366,
5091,Miller County,AR,27.8,12037,
48177,Gonzales County,TX,45.6,9496,
48179,Gray County,TX,36.5,7997,
13177,Lee County,GA,19.3,5775,
19069,Franklin County,IA,49.8,5013,
18085,Kosciusko County,IN,37.8,30013,
18117,Orange County,IN,51.8,10175,
20011,Bourbon County,KS,34,4941,
27081,Lincoln County,MN,48.8,2752,
21123,Larue County,KY,40.1,5768,
31035,Clay County,NE,38.8,2408,
26119,Montmorency County,MI,51.6,4812,
47009,Blount County,TN,48.1,64046,
30045,Judith Basin County,MT,36.2,727,
55063,La Crosse County,WI,62.4,73616,
18073,Jasper County,IN,43.3,14525,
39003,Allen County,OH,39.3,40255,
49015,Emery County,UT,40.6,4061,
37191,Wayne County,NC,46.3,56957,
28055,Issaquena County,MS,33.8,449,
51093,Isle of Wight County,VA,46,17059,
32510,Carson City,NV,59,32968,
38005,Benson County,ND,46.9,3201,
20097,Kiowa County,KS,46.9,1160,
23007,Franklin County,ME,58.2,17582,
40101,Muskogee County,OK,46.1,31335,
20109,Logan County,KS,43,1201,
6115,Yuba County,CA,45.7,35941,
12049,Hardee County,FL,38.4,10336,
5137,Stone County,AR,33.9,4237,
22011,Beauregard Parish,LA,30.7,11527,
22045,Iberia Parish,LA,42.1,29404,
22099,St. Martin Parish,LA,37.1,19810,
27135,Roseau County,MN,47.9,7261,
UNK,Unknown County,WI,0,108533,
47085,Humphreys County,TN,38.5,7153,
35019,Guadalupe County,NM,63.7,2741,
13207,Monroe County,GA,13.3,3679,
40005,Atoka County,OK,32.5,4476,
51590,Danville city,VA,33.5,13403,
12065,Jefferson County,FL,55.2,7867,
8087,Morgan County,CO,42.5,12362,
6011,Colusa County,CA,52.8,11372,
72023,Cabo Rojo Municipio,PR,66,31368,
30105,Valley County,MT,42.1,3117,
4011,Greenlee County,AZ,38.8,3687,
27009,Benton County,MN,37.3,15252,
13091,Dodge County,GA,12.2,2511,
UNK,Unknown County,HI,0,0,
48011,Armstrong County,TX,36.6,691,
48233,Hutchinson County,TX,31.8,6656,
46035,Davison County,SD,53,10471,
13279,Toombs County,GA,21.8,5842,
48169,Garza County,TX,48,2990,
46091,Marshall County,SD,48.6,2396,
49011,Davis County,UT,57.6,204760,
22013,Bienville Parish,LA,43.6,5772,
55057,Juneau County,WI,48.1,12837,
48323,Maverick County,TX,72.7,42714,
47067,Hancock County,TN,30.2,2001,
2230,Skagway Municipality,AK,67.5,799,
13233,Polk County,GA,16,6835,
31105,Kimball County,NE,32.7,1186,
45011,Barnwell County,SC,50.6,10566,
47165,Sumner County,TN,43.8,83715,
28119,Quitman County,MS,47.9,3252,
26145,Saginaw County,MI,49,93362,
55037,Florence County,WI,52.6,2260,
13013,Barrow County,GA,20.3,16872,
48417,Shackelford County,TX,33.7,1099,
24033,Prince George's County,MD,64.8,588984,
17125,Mason County,IL,49.1,6564,
8075,Logan County,CO,34.7,7787,
12043,Glades County,FL,30.9,4267,
39173,Wood County,OH,56.3,73665,
38001,Adams County,ND,45.6,1010,
8055,Huerfano County,CO,50.2,3462,
49013,Duchesne County,UT,38.5,7679,
28129,Smith County,MS,30.9,4919,
48453,Travis County,TX,62.9,801285,
53001,Adams County,WA,52.8,10548,
5129,Searcy County,AR,36.1,2842,
37029,Camden County,NC,52.2,5670,
18181,White County,IN,50.8,12240,
19131,Mitchell County,IA,45.6,4826,
20051,Ellis County,KS,45.5,13005,
66010,Guam,GU,58.9,99198,
48439,Tarrant County,TX,51.2,1077006,
17127,Massac County,IL,36.2,4990,
46117,Stanley County,SD,54,1673,
12073,Leon County,FL,51.9,152514,
UNK,Unknown County,CT,0,42416,
29510,St. Louis city,MO,51.2,154014,
39027,Clinton County,OH,42.8,17947,
27117,Pipestone County,MN,50.1,4573,
24001,Allegany County,MD,50.5,35527,
8097,Pitkin County,CO,74.4,13226,
17007,Boone County,IL,54.5,29194,
12031,Duval County,FL,55.3,530012,
55129,Washburn County,WI,59.1,9287,
29221,Washington County,MO,28.8,7118,
48213,Henderson County,TX,35.8,29623,
21071,Floyd County,KY,53.4,18995,
47189,Wilson County,TN,48.3,69908,
13319,Wilkinson County,GA,23.4,2097,
72005,Aguadilla Municipio,PR,72.8,36608,
51015,Augusta County,VA,46.4,35064,
19111,Lee County,IA,47,15833,
31027,Cedar County,NE,38.3,3219,
29027,Callaway County,MO,43.2,19315,
55079,Milwaukee County,WI,57.1,540466,
28093,Marshall County,MS,48.5,17111,
29049,Clinton County,MO,43.5,8866,
49031,Piute County,UT,36,532,
45087,Union County,SC,37.8,10330,
31073,Gosper County,NE,36.2,721,
24013,Carroll County,MD,66.7,112401,
18123,Perry County,IN,52.8,10123,
22017,Caddo Parish,LA,44,105802,
1083,Limestone County,AL,33.6,33213,
18003,Allen County,IN,48.4,183410,
27013,Blue Earth County,MN,55.1,37296,
40091,McIntosh County,OK,50.7,9943,
6071,San Bernardino County,CA,50.5,1100176,
72077,Juncos Municipio,PR,66.6,25423,
48307,McCulloch County,TX,35.3,2821,
42133,York County,PA,56.4,253390,
27157,Wabasha County,MN,67,14500,
48495,Winkler County,TX,35.2,2817,
41069,Wheeler County,OR,52.9,704,
40147,Washington County,OK,39,20114,
46075,Jones County,SD,64.5,582,
29065,Dent County,MO,29,4522,
48067,Cass County,TX,32.4,9739,
55009,Brown County,WI,58.5,154681,
42117,Tioga County,PA,40.8,16557,
28039,George County,MS,37,9063,
21125,Laurel County,KY,37.1,22585,
28001,Adams County,MS,49.4,15162,
47141,Putnam County,TN,47.3,37928,
40143,Tulsa County,OK,55.4,361257,
13045,Carroll County,GA,23.8,28582,
13289,Twiggs County,GA,14.5,1174,
45029,Colleton County,SC,44,16562,
